model,task,is_lora,teacher,y_mode,kl_type,kl_method,clip_ratio,top_K,multi_turn,humaneval_plus_Avg@4,mbpp_plus_Avg@4,livecodebench_v6_Avg@4,humaneval_plus_Pass@4,mbpp_plus_Pass@4,livecodebench_v6_Pass@4
Qwen3-4B-Instruct-2507,,,,,,,,0,,0.818597561,0.6501322751,0.3151658768,0.8536585366,0.7010582011,0.4511848341
